"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"21","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-07",16,"a",NA,"",NA,"",31,",a,15,",NA,"",NA,"",0.51,",,a,18,",86,",a,30,",1044,"a",0.8,",,,a",NA,"",55.6,",a",68.1,",,,a",43.1,",,,a"
"22","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-08",26,"a",NA,"",NA,"",34,",a,27,",NA,"",NA,"",0.6,",,a,07,",86,",a,14,",1342,"a",0.97,",,,a",NA,"",55.7,",a",68.7,",,,a",42.8,",,,a"
"23","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-09",118,"a",NA,"",NA,"",37,",a,01,",NA,"",NA,"",0,",,a,30,+",96,",a,19,",1430,"a",0,",,,a",NA,"",65.1,",a",81.4,",,,a",48.8,",,,a"
"24","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-10",390,"a",NA,"",NA,"",39,",a,01,",NA,"",NA,"",1.13,",,a,16,",100,",a,31,",1441,"a",2.3,",,,a",NA,"",73.4,",a",87.7,",,,a",59.1,",,,a"
"25","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-11",648,"a",NA,"",NA,"",49,",a,07,",NA,"",NA,"",1.02,",,a,03,",102,",a,27,",1462,"a",2.54,",,,a",NA,"",72.9,",a",86.6,",,,a",59.2,",,,a"
"26","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1943-12",1117,"a",NA,"",NA,"",56,",a,04,+",NA,"",NA,"",0.59,",,a,16,",107,",a,11,",1462,"a",1.01,",,,a",NA,"",80.1,",a",96,",,,a",64.3,",,,a"
"27","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-01",1689,"a",NA,"",NA,"",58,",a,07,",NA,"",NA,"",0.43,",,a,25,",111,",a,15,",0,"a",0.43,",,,a",NA,"",83.5,",a",97.6,",,,a",69.4,",,,a"
"28","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-02",2010,"a",NA,"",NA,"",56,"2,a,29,",NA,"",NA,"",1.05,",,a,05,",99,",a,27,",0,"a",4.33,",,,a",NA,"",76.8,"2,a",88.2,",,,a",65.4,"2,,,a"
"29","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-03",2336,"a",NA,"",NA,"",49,",a,16,",NA,"",NA,"",0.19,",,a,31,",97,",a,02,",0,"a",0.19,",,,a",NA,"",75.5,",a",90.7,",,,a",60.3,",,,a"
"30","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-04",2438,"a",NA,"",NA,"",37,",a,15,",NA,"",NA,"",0,",,a,30,+",91,",a,01,",43,"a",0,",,,a",NA,"",67,",a",82.7,",,,a",51.3,",,,a"
"31","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-05",2451,"a",NA,"",NA,"",34,",a,17,",NA,"",NA,"",0,",,a,31,+",89,",a,01,",275,"a",0,",,,a",NA,"",57.9,",a",73.2,",,,a",42.6,",,,a"
"32","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-06",2451,"a",NA,"",NA,"",28,",a,23,",NA,"",NA,"",0.08,",,a,02,",78,",a,06,",702,"a",0.13,",,,a",NA,"",50.8,",a",64.5,",,,a",37,",,,a"
"33","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-07",0,"a",NA,"",NA,"",23,",a,21,",NA,"",NA,"",0.09,",,a,09,",80,",a,28,",1143,"a",0.09,",,,a",NA,"",50.8,",a",66.4,",,,a",35.1,",,,a"
"34","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-08",34,"a",NA,"",NA,"",32,",a,04,",NA,"",NA,"",0,",,a,31,+",92,",a,31,",1412,"a",0,",,,a",NA,"",57.4,",a",74.6,",,,a",40.2,",,,a"
"35","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-09",174,"a",NA,"",NA,"",31,",a,19,",NA,"",NA,"",0.12,",,a,16,",97,",a,26,",1461,"a",0.15,",,,a",NA,"",68,",a",84.6,",,,a",51.5,",,,a"
"36","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-10",396,"a",NA,"",NA,"",39,",a,04,+",NA,"",NA,"",0.84,",,a,24,",102,",a,14,",1493,"a",1.38,",,,a",NA,"",71.1,",a",85.8,",,,a",56.5,",,,a"
"37","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-11",830,"a",NA,"",NA,"",54,",a,09,",NA,"",NA,"",0.07,",,a,20,",105,",a,18,",1493,"a",0.07,",,,a",NA,"",79.5,",a",94.9,",,,a",64.1,",,,a"
"38","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1944-12",1398,"a",NA,"",NA,"",58,",a,13,",NA,"",NA,"",0.61,",,a,31,",105,",a,11,",1493,"a",1.69,",,,a",NA,"",83.3,",a",96,",,,a",70.6,",,,a"
"39","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-01",1907,"a",NA,"",NA,"",59,",a,17,",NA,"",NA,"",0.53,",,a,09,",105,",a,25,",0,"a",1.37,",,,a",NA,"",81.4,",a",93.9,",,,a",68.9,",,,a"
"40","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-02",2339,"a",NA,"",NA,"",58,",a,02,+",NA,"",NA,"",0.42,",,a,19,+",103,",a,11,",0,"a",1.56,",,,a",NA,"",80.5,",a",93.1,",,,a",67.8,",,,a"
"41","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-03",2650,"a",NA,"",NA,"",51,",a,27,",NA,"",NA,"",1.63,",,a,10,",100,",a,06,+",7,"a",2.63,",,,a",NA,"",74.8,",a",88.6,",,,a",61,",,,a"
"42","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-04",2716,"a",NA,"",NA,"",41,",a,09,",NA,"",NA,"",0.01,",,a,21,",94,",a,06,",44,"a",0.01,",,,a",NA,"",65.9,",a",81.2,",,,a",50.6,",,,a"
"43","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-05",2751,"a",NA,"",NA,"",36,",a,16,+",NA,"",NA,"",0.06,",,a,27,",91,",a,03,",233,"a",0.13,",,,a",NA,"",60,",a",73.1,",,,a",47,",,,a"
"44","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-06",2794,"a",NA,"",NA,"",31,",a,08,",NA,"",NA,"",0.01,",,a,18,",85,",a,21,",466,"a",0.01,",,,a",NA,"",58.7,",a",72.2,",,,a",45.1,",,,a"
"45","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-07",0,"a",NA,"",NA,"",29,",a,22,+",NA,"",NA,"",0.32,",,a,10,",81,",a,30,",884,"a",0.5,",,,a",NA,"",51.5,",a",64.2,",,,a",38.9,",,,a"
"46","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-08",67,"a",NA,"",NA,"",40,",a,12,",NA,"",NA,"",0,",,a,31,+",89,",a,23,",997,"a",0,",,,a",NA,"",63.5,",a",77.2,",,,a",49.8,",,,a"
"47","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-09",156,"a",NA,"",NA,"",37,",a,01,",NA,"",NA,"",0.06,",,a,30,",91,",a,20,+",1059,"a",0.06,",,,a",NA,"",65.9,",a",80.5,",,,a",51.3,",,,a"
"48","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-10",303,"a",NA,"",NA,"",38,"3,a,01,",NA,"",NA,"",0.3,",,a,01,",99,",a,23,",1102,"a",0.67,",,,a",NA,"",68.3,"3,a",80.7,",,,a",55.9,"3,,,a"
"49","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-11",561,"a",NA,"",NA,"",46,"1,a,11,",NA,"",NA,"",0,",,a,30,+",104,"2,a,26,",1103,"a",0,",,,a",NA,"",74,"2,a",89.4,"2,,,a",58.6,"1,,,a"
"50","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1945-12",1001,"a",NA,"",NA,"",54,",a,28,",NA,"",NA,"",0.81,",,a,27,",104,",a,12,",1104,"a",1.82,",,,a",NA,"",79.1,",a",91.9,",,,a",66.3,",,,a"
"51","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-01",1567,"a",NA,"",NA,"",62,",a,09,",NA,"",NA,"",0.6,",,a,31,",105,"1,a,03,",0,"a",1.02,",,,a",NA,"",83.9,"1,a",95.5,"1,,,a",72.3,",,,a"
"52","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-02",1967,"a",NA,"",NA,"",60,",a,28,",NA,"",NA,"",2.82,",,a,16,",101,",a,02,",1,"a",7.11,",,,a",NA,"",79.2,",a",89.3,",,,a",69.1,",,,a"
"53","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-03",2172,"a",NA,"",NA,"",46,",a,26,",NA,"",NA,"",0.26,",,a,12,",100,",a,09,",26,"a",0.42,",,,a",NA,"",70.8,",a",83.7,",,,a",57.9,",,,a"
"54","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-04",2207,"a",NA,"",NA,"",38,",a,17,",NA,"",NA,"",0,",,a,30,+",89,",a,29,",147,"a",0,",,,a",NA,"",62.1,",a",77.1,",,,a",47.2,",,,a"
"55","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-05",2267,"a",NA,"",NA,"",35,",a,21,",NA,"",NA,"",0,",,a,31,+",90,",a,02,",279,"a",0,",,,a",NA,"",62.7,",a",76.7,",,,a",48.7,",,,a"
"56","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-06",2267,"a",NA,"",NA,"",27,",a,07,+",NA,"",NA,"",0.12,",,a,28,",78,",a,15,",667,"a",0.16,",,,a",NA,"",52.1,",a",65.9,",,,a",38.2,",,,a"
"57","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-07",9,"a",NA,"",NA,"",28,",a,18,",NA,"",NA,"",0,",,a,31,+",85,",a,21,",949,"a",0,",,,a",NA,"",56.2,",a",71.5,",,,a",40.9,",,,a"
"58","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-08",43,"a",NA,"",NA,"",33,",a,03,",NA,"",NA,"",0,",,a,31,+",91,",a,12,",1210,"a",0,",,,a",NA,"",57.7,",a",73.6,",,,a",41.7,",,,a"
"59","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-09",139,"a",NA,"",NA,"",31,",a,08,",NA,"",NA,"",0,",,a,30,+",97,",a,16,",1332,"a",0,",,,a",NA,"",64.1,",a",80.7,",,,a",47.6,",,,a"
"60","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-10",265,"a",NA,"",NA,"",42,",a,17,",NA,"",NA,"",0.03,",,a,26,",101,",a,13,",1370,"a",0.03,",,,a",NA,"",67.8,",a",84.1,",,,a",51.5,",,,a"
"61","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-11",730,"a",NA,"",NA,"",51,",a,07,",NA,"",NA,"",0.86,",,a,09,",103,",a,26,",1371,"a",1.17,",,,a",NA,"",80.5,",a",93.9,",,,a",67.1,",,,a"
"62","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1946-12",1238,"a",NA,"",NA,"",57,",a,11,",NA,"",NA,"",0.53,",,a,21,",107,",a,13,",1371,"a",1.68,",,,a",NA,"",81.4,",a",94,",,,a",68.8,",,,a"
"63","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-01",1928,"a",NA,"",NA,"",59,",a,09,",NA,"",NA,"",0.18,",,a,03,",109,",a,23,",0,"a",0.2,",,,a",NA,"",87.3,",a",99.8,",,,a",74.7,",,,a"
"64","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-02",2450,"a",NA,"",NA,"",63,",a,02,",NA,"",NA,"",1.1,",,a,24,",103,",a,18,",0,"a",2.34,",,,a",NA,"",83.6,",a",95.3,",,,a",72,",,,a"
"65","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-03",2874,"a",NA,"",NA,"",53,",a,15,",NA,"",NA,"",1.3,",,a,28,",103,",a,08,",0,"a",1.5,",,,a",NA,"",78.7,",a",90.1,",,,a",67.2,",,,a"
"66","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-04",2956,"a",NA,"",NA,"",42,",a,16,",NA,"",NA,"",0,",,a,30,+",92,",a,10,",54,"a",0,",,,a",NA,"",65.9,",a",79.9,",,,a",52,",,,a"
"67","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-05",2960,"a",NA,"",NA,"",32,",a,30,",NA,"",NA,"",0,",,a,31,+",90,",a,01,",244,"a",0,",,,a",NA,"",59,",a",74.2,",,,a",43.8,",,,a"
"68","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-06",2966,"a",NA,"",NA,"",34,",a,14,",NA,"",NA,"",0.15,",,a,04,",84,",a,22,",509,"a",0.29,",,,a",NA,"",56.4,",a",70.8,",,,a",42,",,,a"
"69","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-07",12,"a",NA,"",NA,"",30,",a,30,",NA,"",NA,"",0.1,",,a,06,",84,",a,04,",784,"a",0.23,",,,a",NA,"",56.5,",a",69.4,",,,a",43.6,",,,a"
"70","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-08",16,"a",NA,"",NA,"",29,",a,02,",NA,"",NA,"",2.48,",,a,16,",84,",a,09,",1078,"a",4.49,",,,a",NA,"",55.7,",a",67.2,",,,a",44,",,,a"
"71","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-09",65,"a",NA,"",NA,"",39,",a,07,",NA,"",NA,"",1.06,",,a,05,",92,",a,30,",1208,"a",2.39,",,,a",NA,"",62.3,",a",74.3,",,,a",50.3,",,,a"
"72","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-10",290,"a",NA,"",NA,"",44,",a,06,",NA,"",NA,"",0.32,",,a,31,",96,",a,28,",1225,"a",0.78,",,,a",NA,"",71.7,",a",84.1,",,,a",59.3,",,,a"
"73","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-11",612,"a",NA,"",NA,"",51,",a,05,+",NA,"",NA,"",0.16,",,a,09,+",99,",a,20,",1226,"a",0.79,",,,a",NA,"",75.7,",a",88.2,",,,a",63.2,",,,a"
"74","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1947-12",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",0.72,",,a,24,",104,",a,16,",NA,"",1.56,",,,a",NA,"",NA,"",93.3,",,,a",NA,""
"75","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-01",NA,"",NA,"",NA,"",52,",a,03,",NA,"",NA,"",0.85,",,a,01,",105,",a,30,",2,"a",1.73,",,,a",NA,"",77.6,",a",92.7,",,,a",62.5,",,,a"
"76","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-02",NA,"",NA,"",NA,"",58,",a,29,",NA,"",NA,"",2.42,",,a,28,",104,",a,15,",2,"a",3.56,",,,a",NA,"",82.6,",a",94.5,",,,a",70.8,",,,a"
"77","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-03",NA,"",NA,"",NA,"",47,",a,22,",NA,"",NA,"",0,",,a,31,+",95,",a,31,",2,"a",0,",,,a",NA,"",72,",a",85.8,",,,a",58.2,",,,a"
"78","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-04",NA,"",NA,"",NA,"",42,",a,16,",NA,"",NA,"",0.06,",,a,11,",94,",a,02,",67,"a",0.06,",,,a",NA,"",66.5,",a",80.5,",,,a",52.5,",,,a"
"79","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-05",NA,"",NA,"",NA,"",27,",a,31,",NA,"",NA,"",0,",,a,31,+",83,",a,04,",319,"a",0,",,,a",NA,"",57.1,",a",71.6,",,,a",42.5,",,,a"
"80","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-06",NA,"",NA,"",NA,"",24,",a,29,",NA,"",NA,"",0,",,a,30,+",78,",a,20,",749,"a",0,",,,a",NA,"",50.6,",a",66.1,",,,a",35.2,",,,a"
"81","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-07",0,"a",NA,"",NA,"",28,",a,06,+",NA,"",NA,"",0.92,",,a,15,",76,",a,21,",1119,"a",1.21,",,,a",NA,"",53.1,",a",65.8,",,,a",40.4,",,,a"
"82","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-08",3,"a",NA,"",NA,"",34,",a,04,+",NA,"",NA,"",0,",,a,31,+",85,",a,30,",1355,"a",0,",,,a",NA,"",57.5,",a",73.4,",,,a",41.6,",,,a"
"83","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-09",57,"a",NA,"",NA,"",38,",a,02,",NA,"",NA,"",0.01,",,a,12,",96,",a,29,",1478,"a",0.01,",,,a",NA,"",62.7,",a",79.1,",,,a",46.3,",,,a"
"84","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-10",332,"a",NA,"",NA,"",46,",a,15,",NA,"",NA,"",0.24,",,a,10,",102,",a,30,",1489,"a",0.28,",,,a",NA,"",73.5,",a",89.3,",,,a",57.7,",,,a"
"85","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-11",745,"a",NA,"",NA,"",52,",a,09,+",NA,"",NA,"",0.05,",,a,16,",106,",a,25,",1489,"a",0.05,",,,a",NA,"",78.8,",a",93.4,",,,a",64.2,",,,a"
"86","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1948-12",1313,"a",NA,"",NA,"",56,",a,21,",NA,"",NA,"",0.44,",,a,03,",107,",a,13,",1489,"a",0.74,",,,a",NA,"",83.3,",a",95.5,",,,a",71.2,",,,a"
"87","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-01",1812,"a",NA,"",NA,"",54,",a,19,",NA,"",NA,"",0.03,",,a,03,",105,",a,13,",0,"a",0.03,",,,a",NA,"",81.1,",a",94.9,",,,a",67.4,",,,a"
"88","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-02",2192,"a",NA,"",NA,"",47,",a,24,",NA,"",NA,"",1.2,",,a,22,",101,",a,01,",23,"a",5.99,",,,a",NA,"",77.7,",a",87.5,",,,a",67.9,",,,a"
"89","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-03",2421,"a",NA,"",NA,"",48,",a,31,",NA,"",NA,"",0.47,",,a,18,",95,",a,05,",41,"a",1.12,",,,a",NA,"",71.8,",a",83,",,,a",60.7,",,,a"
"90","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-04",2459,"a",NA,"",NA,"",38,",a,26,",NA,"",NA,"",0,",,a,30,+",89,",a,18,",144,"a",0,",,,a",NA,"",62.8,",a",77.5,",,,a",48.1,",,,a"
"91","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-05",2482,"a",NA,"",NA,"",30,",a,10,",NA,"",NA,"",0.67,",,a,31,",87,",a,01,",382,"a",2.39,",,,a",NA,"",58.1,",a",68.7,",,,a",47.5,",,,a"
"92","ASN00015590","ALICE SPRINGS AIRPORT, AS",-23.7951,133.889,546,"1949-06",2482,"a",NA,"",NA,"",26,",a,24,",NA,"",NA,"",0.07,",,a,01,",71,",a,26,",900,"a",0.11,",,,a",NA,"",47.7,",a",60.3,",,,a",35.1,",,,a"
